capital_sociallicitacoes,atividade_principal_code,tipo,situacao,natureza_juridica,participacoes,vitorias,class
9000,82.30-0-01,MATRIZ,ATIVA,213-5,7,5,NAO
80000,46.74-5-00,MATRIZ,ATIVA,206-2,3,2,NAO
1000000,46.44-3-01,MATRIZ,ATIVA,230-5,29,25,NAO
80000,71.19-7-04,MATRIZ,ATIVA,206-2,3,3,NAO
25000,47.24-5-00,MATRIZ,ATIVA,213-5,4,4,NAO
60000,46.49-4-99,MATRIZ,ATIVA,206-2,6,4,NAO
200000,41.20-4-00,MATRIZ,ATIVA,206-2,17,10,NAO
100000,18.13-0-01,MATRIZ,ATIVA,213-5,7,0,NAO
25000,47.12-1-00,MATRIZ,ATIVA,213-5,2,2,NAO
300000,86.40-2-02,MATRIZ,ATIVA,230-5,4,3,NAO
1000,47.51-2-02,MATRIZ,ATIVA,213-5,2,2,NAO
60000,47.12-1-00,MATRIZ,ATIVA,213-5,3,3,NAO
80000,90.01-9-02,MATRIZ,ATIVA,206-2,15,13,NAO
40000,46.32-0-03,MATRIZ,ATIVA,206-2,28,28,NAO
30000,47.44-0-99,MATRIZ,ATIVA,213-5,7,10,NAO
20000,47.53-9-00,MATRIZ,ATIVA,213-5,4,3,NAO
15000,47.22-9-01,MATRIZ,ATIVA,213-5,2,2,NAO
2000,82.19-9-99,MATRIZ,ATIVA,213-5,2,1,NAO
3000,49.24-8-00,MATRIZ,ATIVA,213-5,2,2,NAO
300000,56.11-2-01,MATRIZ,ATIVA,230-5,2,2,NAO
88000,69.20-6-01,MATRIZ,ATIVA,230-5,2,2,NAO
20000,86.30-5-03,MATRIZ,ATIVA,206-2,5,5,NAO
25000,18.13-0-99,MATRIZ,ATIVA,213-5,4,1,NAO
880000,47.55-5-02,MATRIZ,ATIVA,206-2,25,20,NAO
100000,86.30-5-02,MATRIZ,ATIVA,206-2,3,4,NAO
5000,69.20-6-01,MATRIZ,ATIVA,213-5,2,2,NAO
1400000,46.44-3-01,MATRIZ,ATIVA,206-2,20,17,NAO
1,10.91-1-02,MATRIZ,ATIVA,213-5,2,2,NAO
200000,49.29-9-01,MATRIZ,ATIVA,213-5,3,3,NAO
60000,47.21-1-02,MATRIZ,ATIVA,213-5,3,2,NAO
1,82.11-3-00,MATRIZ,ATIVA,213-5,2,2,NAO
3000,49.29-9-01,MATRIZ,ATIVA,213-5,2,2,NAO
15000,49.24-8-00,MATRIZ,ATIVA,213-5,4,4,NAO
50000,86.30-5-03,MATRIZ,ATIVA,213-5,3,3,NAO
20000,49.29-9-01,MATRIZ,ATIVA,213-5,2,2,NAO
100000,49.29-9-01,MATRIZ,ATIVA,213-5,49,14,NAO
5000,82.30-0-01,MATRIZ,ATIVA,213-5,3,2,NAO
20000,47.89-0-06,MATRIZ,ATIVA,213-5,7,7,NAO
200000,41.20-4-00,MATRIZ,ATIVA,230-5,34,28,NAO
3000,49.24-8-00,MATRIZ,ATIVA,213-5,2,2,NAO
3000,49.24-8-00,MATRIZ,ATIVA,213-5,2,2,NAO
25000,00.00-0-00,MATRIZ,BAIXADA,213-5,2,2,SIM
200000,41.20-4-00,MATRIZ,ATIVA,230-5,7,4,NAO
3000,00.00-0-00,MATRIZ,BAIXADA,213-5,2,2,NAO
3000,00.00-0-00,MATRIZ,BAIXADA,213-5,2,2,NAO
?,60.10-1-00,MATRIZ,ATIVA,306-9,11,10,NAO
50000,47.31-8-00,MATRIZ,ATIVA,213-5,4,4,NAO
100000,86.30-5-04,MATRIZ,ATIVA,206-2,5,5,NAO
40000,77.39-0-03,MATRIZ,ATIVA,213-5,2,2,NAO
1000,43.21-5-00,MATRIZ,ATIVA,213-5,2,2,NAO
15000,00.00-0-00,MATRIZ,BAIXADA,213-5,2,2,NAO
3000,49.24-8-00,MATRIZ,ATIVA,213-5,3,2,NAO
3000,49.24-8-00,MATRIZ,ATIVA,213-5,2,2,NAO
15000,00.00-0-00,MATRIZ,BAIXADA,213-5,3,3,NAO
100000,77.11-0-00,MATRIZ,ATIVA,230-5,2,0,NAO
3000,49.24-8-00,MATRIZ,ATIVA,213-5,2,2,NAO
40000,47.22-9-01,MATRIZ,ATIVA,213-5,3,2,NAO
20000,49.24-8-00,MATRIZ,ATIVA,213-5,2,1,NAO
5000,49.24-8-00,MATRIZ,ATIVA,213-5,2,2,NAO
5000,49.24-8-00,MATRIZ,ATIVA,213-5,3,3,NAO
30000,49.29-9-01,MATRIZ,ATIVA,213-5,2,2,NAO
4500,49.24-8-00,MATRIZ,ATIVA,213-5,2,2,NAO
20000,47.84-9-00,MATRIZ,ATIVA,213-5,2,2,NAO
20000,49.29-9-01,MATRIZ,ATIVA,213-5,2,2,NAO
25000,49.29-9-01,MATRIZ,ATIVA,213-5,3,3,NAO
25000,49.29-9-01,MATRIZ,ATIVA,213-5,2,2,NAO
2000,49.24-8-00,MATRIZ,ATIVA,213-5,3,2,NAO
1000,49.24-8-00,MATRIZ,ATIVA,213-5,3,3,NAO
50000,47.12-1-00,MATRIZ,ATIVA,213-5,2,0,NAO
80000,63.11-9-00,MATRIZ,ATIVA,230-5,2,2,NAO
50000,46.34-6-99,MATRIZ,ATIVA,213-5,30,23,NAO
10000,49.24-8-00,MATRIZ,ATIVA,213-5,2,2,NAO
2000,00.00-0-00,MATRIZ,BAIXADA,213-5,2,2,NAO
150000,41.20-4-00,MATRIZ,ATIVA,206-2,5,3,NAO
200000,41.20-4-00,MATRIZ,ATIVA,206-2,15,12,NAO
3000,49.29-9-01,MATRIZ,ATIVA,213-5,2,2,NAO
30000,47.81-4-00,MATRIZ,ATIVA,213-5,3,3,NAO
25000,32.50-7-06,MATRIZ,ATIVA,213-5,3,1,NAO
100000,61.10-8-03,MATRIZ,ATIVA,206-2,2,1,NAO
40000,47.44-0-99,MATRIZ,ATIVA,213-5,3,3,NAO
20000,86.40-2-07,MATRIZ,ATIVA,213-5,3,3,NAO
80000,46.45-1-01,MATRIZ,ATIVA,230-5,3,3,NAO
20000,86.40-2-02,MATRIZ,ATIVA,206-2,3,3,NAO
5000,47.24-5-00,MATRIZ,ATIVA,213-5,4,3,NAO
80000,47.74-1-00,MATRIZ,ATIVA,230-5,2,1,NAO
8000,49.29-9-02,MATRIZ,ATIVA,213-5,3,3,NAO
80000,00.00-0-00,MATRIZ,BAIXADA,213-5,3,1,NAO
1,47.24-5-00,MATRIZ,ATIVA,213-5,2,2,NAO
5000,49.29-9-02,MATRIZ,ATIVA,213-5,2,2,NAO
60000,32.50-7-06,MATRIZ,ATIVA,230-5,3,3,NAO
10000,49.24-8-00,MATRIZ,ATIVA,213-5,2,2,SIM
50000,49.24-8-00,MATRIZ,ATIVA,213-5,2,2,NAO
70000,49.24-8-00,MATRIZ,ATIVA,213-5,2,2,NAO
20000,49.24-8-00,MATRIZ,ATIVA,213-5,2,2,NAO
50000,49.24-8-00,MATRIZ,ATIVA,213-5,2,2,NAO
30000,49.24-8-00,MATRIZ,ATIVA,213-5,2,2,NAO
40000,49.24-8-00,MATRIZ,ATIVA,213-5,2,2,NAO
42000,49.24-8-00,MATRIZ,ATIVA,213-5,2,2,NAO
10000,47.12-1-00,MATRIZ,ATIVA,213-5,2,2,NAO
20000,49.29-9-01,MATRIZ,ATIVA,213-5,2,2,NAO
2000,49.24-8-00,MATRIZ,ATIVA,213-5,3,2,NAO
30000,74.90-1-99,MATRIZ,ATIVA,213-5,11,10,NAO
1000,47.51-2-01,MATRIZ,ATIVA,213-5,3,2,NAO
15000,49.30-2-01,MATRIZ,ATIVA,213-5,2,2,NAO
10000,47.71-7-01,MATRIZ,ATIVA,206-2,2,2,NAO
2500,56.20-1-04,MATRIZ,ATIVA,213-5,2,2,NAO
300000,41.20-4-00,MATRIZ,ATIVA,230-5,12,5,NAO
400000,77.11-0-00,MATRIZ,ATIVA,213-5,24,10,NAO
5000,45.20-0-01,MATRIZ,ATIVA,213-5,2,2,NAO
78800,47.89-0-99,MATRIZ,ATIVA,230-5,17,14,NAO
300000,00.00-0-00,MATRIZ,BAIXADA,213-5,6,0,NAO
100000,47.73-3-00,MATRIZ,ATIVA,230-5,10,10,NAO
2000,86.30-5-03,MATRIZ,ATIVA,206-2,6,3,NAO
35000,49.23-0-01,MATRIZ,ATIVA,213-5,2,1,NAO
25000,32.50-7-06,MATRIZ,ATIVA,213-5,20,9,NAO
60000,47.53-9-00,MATRIZ,ATIVA,213-5,5,5,NAO
30000,77.39-0-03,MATRIZ,ATIVA,213-5,2,2,NAO
50000,47.44-0-99,MATRIZ,ATIVA,213-5,2,2,NAO
300000,47.59-8-99,MATRIZ,ATIVA,230-5,5,1,NAO
400000,41.20-4-00,MATRIZ,ATIVA,230-5,3,3,NAO
20000,69.20-6-01,MATRIZ,ATIVA,206-2,5,5,NAO
10000,32.50-7-06,MATRIZ,ATIVA,213-5,6,5,NAO
3000,47.23-7-00,MATRIZ,ATIVA,213-5,2,2,NAO
2000,85.99-6-04,MATRIZ,ATIVA,213-5,2,1,NAO
200000,47.81-4-00,MATRIZ,ATIVA,206-2,34,22,NAO
800000,46.47-8-01,MATRIZ,ATIVA,230-5,6,4,NAO
100000,82.11-3-00,MATRIZ,ATIVA,230-5,9,10,NAO
93700,46.44-3-01,MATRIZ,ATIVA,230-5,10,9,NAO
400000,47.61-0-03,MATRIZ,ATIVA,230-5,7,1,NAO
1000,00.00-0-00,MATRIZ,BAIXADA,213-5,2,2,NAO
700000,41.20-4-00,MATRIZ,ATIVA,206-2,9,4,NAO
15000,56.11-2-01,MATRIZ,ATIVA,213-5,2,3,NAO
200000,41.20-4-00,MATRIZ,ATIVA,230-5,2,0,NAO
2000,49.29-9-01,MATRIZ,ATIVA,213-5,2,2,NAO
78800,41.20-4-00,MATRIZ,ATIVA,230-5,4,4,NAO
400000,47.31-8-00,MATRIZ,ATIVA,230-5,4,5,NAO
90000,46.64-8-00,MATRIZ,ATIVA,230-5,2,2,NAO
6500000,45.41-2-03,MATRIZ,ATIVA,206-2,4,4,NAO
539000,42.13-8-00,MATRIZ,ATIVA,206-2,4,4,NAO
3000,85.99-6-04,MATRIZ,ATIVA,213-5,3,0,NAO
15000,49.29-9-01,MATRIZ,ATIVA,213-5,2,2,NAO
60000,81.30-3-00,MATRIZ,ATIVA,213-5,5,4,NAO
950000,41.20-4-00,MATRIZ,ATIVA,206-2,3,4,NAO
20000,82.99-7-99,MATRIZ,ATIVA,213-5,3,2,NAO
10000,82.19-9-99,MATRIZ,ATIVA,213-5,2,2,NAO
30000,86.30-5-03,MATRIZ,ATIVA,206-2,2,1,NAO
5000,80.11-1-01,MATRIZ,ATIVA,213-5,3,3,NAO
100,82.11-3-00,MATRIZ,ATIVA,213-5,2,2,NAO
400000,42.99-5-99,MATRIZ,ATIVA,230-5,19,8,NAO
200000,42.13-8-00,MATRIZ,ATIVA,213-5,7,6,NAO
60000,46.45-1-01,MATRIZ,ATIVA,206-2,30,25,NAO
5000,77.11-0-00,MATRIZ,ATIVA,213-5,3,3,NAO
80000,18.13-0-01,MATRIZ,ATIVA,213-5,5,5,NAO
78800,47.51-2-01,MATRIZ,ATIVA,230-5,84,57,NAO
100000,41.20-4-00,MATRIZ,ATIVA,213-5,4,4,NAO
200000,46.44-3-01,MATRIZ,ATIVA,206-2,5,5,NAO
20000,47.51-2-01,MATRIZ,ATIVA,213-5,13,15,NAO
100000,47.89-0-07,MATRIZ,ATIVA,206-2,2,1,NAO
100000,41.20-4-00,MATRIZ,ATIVA,206-2,17,12,NAO
15000,82.19-9-99,MATRIZ,ATIVA,206-2,2,2,NAO
5000,00.00-0-00,MATRIZ,BAIXADA,213-5,2,1,NAO
10000,47.51-2-01,MATRIZ,ATIVA,213-5,5,3,NAO
300000,47.31-8-00,MATRIZ,ATIVA,230-5,2,2,NAO
30000,47.44-0-99,MATRIZ,ATIVA,213-5,4,4,NAO
20000,46.45-1-01,MATRIZ,ATIVA,213-5,5,2,NAO
70000,49.24-8-00,MATRIZ,ATIVA,213-5,2,2,NAO
30000,47.22-9-01,MATRIZ,ATIVA,213-5,2,1,NAO
1000,49.29-9-01,MATRIZ,ATIVA,213-5,2,2,NAO
5000,95.11-8-00,MATRIZ,ATIVA,213-5,2,2,NAO
170000,46.44-3-01,MATRIZ,ATIVA,230-5,2,2,NAO
30500,33.12-1-03,MATRIZ,ATIVA,206-2,2,2,NAO
50000,42.11-1-02,MATRIZ,ATIVA,206-2,3,3,NAO
200000,41.20-4-00,MATRIZ,ATIVA,230-5,11,5,NAO
200000,41.20-4-00,MATRIZ,ATIVA,230-5,10,3,NAO
200000,41.20-4-00,MATRIZ,ATIVA,230-5,36,25,NAO
50000,18.13-0-01,MATRIZ,ATIVA,206-2,14,12,NAO
40000,61.10-8-03,MATRIZ,ATIVA,213-5,3,2,NAO
30000,46.84-2-99,MATRIZ,ATIVA,213-5,13,13,NAO
96000,77.11-0-00,MATRIZ,ATIVA,230-5,5,5,NAO
95000,86.40-2-07,MATRIZ,ATIVA,230-5,2,2,NAO
100000,47.31-8-00,MATRIZ,ATIVA,206-2,3,3,NAO
10000,47.51-2-01,MATRIZ,ATIVA,213-5,2,2,NAO
200000,41.20-4-00,MATRIZ,ATIVA,206-2,15,9,NAO
80000,46.44-3-01,MATRIZ,ATIVA,206-2,22,19,NAO
4000,49.29-9-01,MATRIZ,ATIVA,213-5,2,2,NAO
5000,79.11-2-00,MATRIZ,ATIVA,213-5,2,2,NAO
490,58.19-1-00,MATRIZ,ATIVA,213-5,2,2,NAO
100000,00.00-0-00,MATRIZ,BAIXADA,213-5,5,0,NAO
50000,47.44-0-99,MATRIZ,ATIVA,213-5,2,2,NAO
80000,47.89-0-99,MATRIZ,ATIVA,206-2,16,16,NAO
30000,47.55-5-02,MATRIZ,ATIVA,213-5,2,2,NAO
200000,47.29-6-99,MATRIZ,ATIVA,206-2,5,1,NAO
200000,47.81-4-00,MATRIZ,ATIVA,206-2,27,12,NAO
50000,47.12-1-00,MATRIZ,ATIVA,213-5,8,6,NAO
7000,18.13-0-01,MATRIZ,ATIVA,213-5,2,2,NAO
8500,33.12-1-03,MATRIZ,ATIVA,213-5,4,3,NAO
50000,47.11-3-02,MATRIZ,ATIVA,213-5,2,2,NAO
120000,41.20-4-00,MATRIZ,ATIVA,230-5,8,6,NAO
26000,45.30-7-03,MATRIZ,ATIVA,213-5,4,4,NAO
10000,49.29-9-01,MATRIZ,ATIVA,213-5,2,0,NAO
3750,43.99-1-03,MATRIZ,ATIVA,213-5,2,2,NAO
40000,86.30-5-02,MATRIZ,ATIVA,206-2,7,6,NAO
30000,62.01-5-01,MATRIZ,ATIVA,213-5,6,6,NAO
200000,41.20-4-00,MATRIZ,ATIVA,206-2,2,0,SIM
20000,47.61-0-03,MATRIZ,ATIVA,213-5,14,11,NAO
400000,46.19-2-00,MATRIZ,ATIVA,230-5,24,7,NAO
200000,41.20-4-00,MATRIZ,ATIVA,230-5,8,10,NAO
200000,46.47-8-01,MATRIZ,ATIVA,213-5,2,0,NAO
80000,00.00-0-00,MATRIZ,BAIXADA,230-5,2,2,NAO
20000,56.11-2-01,MATRIZ,ATIVA,213-5,3,3,NAO
1000000,41.20-4-00,MATRIZ,ATIVA,230-5,4,4,NAO
100000,45.30-7-03,MATRIZ,ATIVA,206-2,6,7,NAO
3000,81.11-7-00,MATRIZ,ATIVA,213-5,2,2,NAO
20000,47.44-0-05,MATRIZ,ATIVA,213-5,2,1,NAO
1,90.01-9-06,MATRIZ,ATIVA,213-5,2,2,NAO
135000,86.30-5-03,MATRIZ,ATIVA,230-5,2,2,NAO
80000,86.30-5-03,MATRIZ,ATIVA,230-5,2,2,NAO
15000,88.00-6-00,MATRIZ,ATIVA,213-5,2,2,NAO
30000,47.89-0-99,MATRIZ,ATIVA,213-5,2,2,NAO
2000,43.22-3-02,MATRIZ,ATIVA,213-5,2,2,NAO
15000,47.12-1-00,MATRIZ,ATIVA,213-5,4,4,NAO
60000,61.10-8-03,MATRIZ,ATIVA,213-5,2,0,NAO
2000,69.11-7-01,MATRIZ,ATIVA,223-2,5,5,NAO
30000,47.54-7-01,MATRIZ,ATIVA,206-2,15,13,NAO
3000,45.30-7-03,MATRIZ,ATIVA,213-5,2,2,NAO
29000,43.22-3-02,MATRIZ,ATIVA,213-5,2,1,NAO
120000,86.40-2-02,MATRIZ,ATIVA,213-5,7,7,NAO
15000,47.23-7-00,MATRIZ,ATIVA,213-5,3,3,NAO
200000,41.20-4-00,MATRIZ,ATIVA,206-2,15,4,NAO
2000,47.51-2-01,MATRIZ,ATIVA,213-5,4,4,NAO
5000,56.11-2-01,MATRIZ,ATIVA,213-5,3,3,NAO
500000,41.20-4-00,MATRIZ,ATIVA,213-5,4,3,NAO
20000,47.44-0-03,MATRIZ,ATIVA,213-5,2,2,NAO
45000,18.21-1-00,MATRIZ,ATIVA,213-5,19,16,NAO
20000,77.32-2-01,MATRIZ,ATIVA,213-5,4,3,NAO
48492582,20.19-3-99,FILIAL,ATIVA,206-2,3,3,NAO
100000,47.29-6-99,MATRIZ,ATIVA,213-5,8,7,NAO
5000,00.00-0-00,MATRIZ,BAIXADA,213-5,2,2,NAO
300000,41.20-4-00,MATRIZ,ATIVA,230-5,25,7,NAO
120000,45.30-7-03,MATRIZ,ATIVA,230-5,2,2,NAO
300000,46.44-3-01,MATRIZ,ATIVA,213-5,18,17,NAO
800000,45.30-7-03,MATRIZ,ATIVA,230-5,5,4,NAO
1000,82.19-9-99,MATRIZ,ATIVA,213-5,3,3,NAO
5000,13.40-5-01,MATRIZ,ATIVA,213-5,11,9,NAO
30000,86.40-2-02,MATRIZ,ATIVA,213-5,2,2,NAO
100000,47.54-7-01,MATRIZ,ATIVA,230-5,10,7,NAO
80000,52.29-0-02,MATRIZ,ATIVA,213-5,2,1,NAO
50000,47.61-0-03,MATRIZ,ATIVA,213-5,3,3,NAO
30000,96.03-3-04,MATRIZ,ATIVA,213-5,2,2,NAO
30000,47.89-0-99,MATRIZ,ATIVA,213-5,3,2,NAO
20000,14.12-6-02,MATRIZ,ATIVA,213-5,2,2,NAO
50000,47.29-6-99,MATRIZ,ATIVA,213-5,81,64,NAO
30000,47.12-1-00,MATRIZ,ATIVA,213-5,6,5,NAO
20000,86.40-2-09,MATRIZ,ATIVA,206-2,3,3,NAO
50000,47.22-9-01,MATRIZ,ATIVA,213-5,2,3,NAO
20000,46.44-3-01,MATRIZ,ATIVA,213-5,8,8,NAO
10000,71.12-0-00,MATRIZ,ATIVA,213-5,2,2,NAO
3000,49.24-8-00,MATRIZ,ATIVA,213-5,2,2,NAO
10000,47.84-9-00,MATRIZ,ATIVA,213-5,2,2,NAO
22000,47.12-1-00,MATRIZ,ATIVA,213-5,4,4,NAO
10000,43.99-1-03,MATRIZ,ATIVA,213-5,2,1,NAO
5000,49.24-8-00,MATRIZ,ATIVA,213-5,2,2,NAO
50000,47.44-0-99,MATRIZ,ATIVA,213-5,4,3,NAO
1000,43.99-1-03,MATRIZ,ATIVA,213-5,2,2,NAO
3000,49.24-8-00,MATRIZ,ATIVA,213-5,2,2,NAO
15000,47.23-7-00,MATRIZ,ATIVA,206-2,4,4,NAO
4000,47.89-0-99,MATRIZ,ATIVA,213-5,2,2,NAO
1000,49.24-8-00,MATRIZ,ATIVA,213-5,2,2,NAO
5000,49.24-8-00,MATRIZ,ATIVA,213-5,3,3,NAO
1000,49.24-8-00,MATRIZ,ATIVA,213-5,4,4,NAO
1500,82.19-9-99,MATRIZ,ATIVA,213-5,3,3,NAO
1500,82.19-9-99,MATRIZ,ATIVA,213-5,2,2,NAO
5000,47.22-9-01,MATRIZ,ATIVA,213-5,4,2,NAO
1,49.24-8-00,MATRIZ,ATIVA,213-5,2,2,NAO
20000,49.29-9-01,MATRIZ,ATIVA,213-5,3,3,NAO
30000,41.20-4-00,MATRIZ,ATIVA,206-2,7,6,NAO
20000,47.24-5-00,MATRIZ,ATIVA,206-2,4,4,NAO
500000,41.20-4-00,MATRIZ,ATIVA,230-5,28,10,NAO
15000,47.24-5-00,MATRIZ,ATIVA,213-5,2,2,NAO
1000,49.24-8-00,MATRIZ,ATIVA,213-5,4,4,NAO
10000,45.20-0-02,MATRIZ,ATIVA,213-5,2,2,SIM
250000,18.13-0-99,MATRIZ,ATIVA,213-5,2,2,NAO
1000,49.24-8-00,MATRIZ,ATIVA,213-5,3,3,NAO
1000,49.24-8-00,MATRIZ,ATIVA,213-5,2,2,NAO
100000,46.39-7-01,MATRIZ,ATIVA,230-5,61,26,NAO
5000,49.24-8-00,MATRIZ,ATIVA,213-5,3,3,NAO
100,85.99-6-04,MATRIZ,ATIVA,213-5,2,2,NAO
500000,77.29-2-99,MATRIZ,ATIVA,206-2,46,18,NAO
1000,49.24-8-00,MATRIZ,ATIVA,213-5,2,2,NAO
1000,00.00-0-00,MATRIZ,BAIXADA,213-5,4,4,NAO
?,58.29-8-00,MATRIZ,ATIVA,206-2,3,0,NAO
3000,56.11-2-01,MATRIZ,ATIVA,213-5,2,2,NAO
5000,47.84-9-00,MATRIZ,ATIVA,213-5,2,2,NAO
100000,45.30-7-03,MATRIZ,ATIVA,213-5,21,21,NAO
25000,00.00-0-00,MATRIZ,BAIXADA,213-5,2,2,NAO
?,14.14-2-00,MATRIZ,ATIVA,213-5,20,20,NAO
95000,86.40-2-05,MATRIZ,ATIVA,230-5,2,2,NAO
?,47.61-0-03,MATRIZ,ATIVA,213-5,17,16,NAO
?,47.44-0-05,MATRIZ,ATIVA,206-2,3,3,NAO
500,00.00-0-00,MATRIZ,BAIXADA,213-5,3,2,NAO
?,47.44-0-02,MATRIZ,ATIVA,213-5,2,2,NAO
180000,47.61-0-01,MATRIZ,ATIVA,206-2,2,2,NAO
1000,49.24-8-00,MATRIZ,ATIVA,213-5,4,4,NAO
1050000,47.44-0-99,MATRIZ,ATIVA,206-2,6,6,NAO
25000,45.30-7-03,MATRIZ,ATIVA,213-5,15,14,NAO
30000,49.30-2-01,MATRIZ,ATIVA,213-5,2,2,NAO
?,47.12-1-00,MATRIZ,ATIVA,213-5,4,4,NAO
25000,47.12-1-00,MATRIZ,ATIVA,213-5,25,15,NAO
10000,47.22-9-01,MATRIZ,ATIVA,213-5,2,2,NAO
25000,47.12-1-00,MATRIZ,ATIVA,213-5,3,0,NAO
100000,77.31-4-00,MATRIZ,ATIVA,230-5,2,0,NAO
150000,86.30-5-02,MATRIZ,ATIVA,206-2,2,3,NAO
300000,41.20-4-00,MATRIZ,ATIVA,206-2,2,1,NAO
1000,49.24-8-00,MATRIZ,ATIVA,213-5,2,2,NAO
5000,47.12-1-00,MATRIZ,ATIVA,213-5,3,3,NAO
1000,49.24-8-00,MATRIZ,ATIVA,213-5,4,4,NAO
10000,77.21-7-00,MATRIZ,ATIVA,213-5,4,4,NAO
15000,71.11-1-00,MATRIZ,ATIVA,213-5,2,2,NAO
1856000,47.31-8-00,FILIAL,ATIVA,206-2,3,3,NAO
1856000,47.31-8-00,FILIAL,ATIVA,206-2,5,4,NAO
?,47.61-0-01,MATRIZ,ATIVA,213-5,2,2,NAO
80000,45.30-7-05,MATRIZ,ATIVA,213-5,2,2,NAO
?,47.44-0-99,FILIAL,ATIVA,206-2,4,4,NAO
?,47.84-9-00,FILIAL,ATIVA,206-2,2,2,NAO
?,47.55-5-02,MATRIZ,ATIVA,213-5,5,5,NAO
?,47.12-1-00,MATRIZ,ATIVA,213-5,26,25,NAO
?,10.91-1-02,MATRIZ,ATIVA,206-2,2,2,NAO
30000,18.21-1-00,MATRIZ,ATIVA,213-5,2,2,NAO
?,47.44-0-99,MATRIZ,ATIVA,213-5,6,6,NAO
5000,45.20-0-06,MATRIZ,ATIVA,213-5,2,2,NAO
30000,18.13-0-01,MATRIZ,ATIVA,213-5,3,3,NAO
50000,47.61-0-03,MATRIZ,ATIVA,213-5,14,5,NAO
40000,10.91-1-02,MATRIZ,ATIVA,213-5,2,2,NAO
1000,00.00-0-00,MATRIZ,BAIXADA,213-5,2,2,NAO
?,45.30-7-03,MATRIZ,ATIVA,213-5,43,45,NAO
20000,63.19-4-00,MATRIZ,ATIVA,206-2,2,2,NAO
93700,47.56-3-00,MATRIZ,ATIVA,230-5,4,4,NAO
20000,47.61-0-03,MATRIZ,ATIVA,206-2,4,4,NAO
90000,45.30-7-03,MATRIZ,ATIVA,230-5,2,2,NAO
30000,47.44-0-99,MATRIZ,ATIVA,213-5,2,2,NAO
200000,45.11-1-02,MATRIZ,ATIVA,206-2,2,2,NAO
10000,56.11-2-01,MATRIZ,ATIVA,206-2,4,4,NAO
1500,49.30-2-01,MATRIZ,ATIVA,213-5,2,2,NAO
10000,49.24-8-00,MATRIZ,ATIVA,213-5,2,1,NAO
5000,10.91-1-02,MATRIZ,ATIVA,213-5,5,5,NAO
900000,47.12-1-00,MATRIZ,ATIVA,230-5,3,0,NAO
120000,47.61-0-03,MATRIZ,ATIVA,206-2,8,8,NAO
88000,47.55-5-01,MATRIZ,ATIVA,230-5,3,3,NAO
340474508,70.20-4-00,MATRIZ,ATIVA,206-2,2,1,NAO
340474508,46.84-2-99,FILIAL,ATIVA,206-2,6,6,NAO
340474508,20.14-2-00,FILIAL,ATIVA,206-2,6,3,NAO
40000,47.12-1-00,MATRIZ,ATIVA,213-5,3,0,NAO
300000,77.39-0-03,MATRIZ,ATIVA,230-5,20,11,NAO
30000,47.42-3-00,MATRIZ,ATIVA,213-5,2,2,NAO
80000,73.11-4-00,MATRIZ,ATIVA,213-5,5,5,NAO
40000,47.29-6-99,MATRIZ,ATIVA,213-5,2,2,NAO
200000,46.47-8-01,MATRIZ,ATIVA,213-5,21,17,NAO
88000,47.73-3-00,MATRIZ,ATIVA,230-5,4,4,NAO
70000,47.12-1-00,MATRIZ,ATIVA,213-5,2,2,NAO
4000,36.00-6-02,MATRIZ,ATIVA,213-5,2,2,NAO
200000,46.49-4-08,MATRIZ,ATIVA,230-5,30,23,NAO
?,95.29-1-99,MATRIZ,ATIVA,206-2,2,0,NAO
?,47.71-7-01,MATRIZ,ATIVA,213-5,2,2,NAO
?,47.71-7-01,MATRIZ,ATIVA,213-5,9,8,NAO
20000,47.71-7-01,MATRIZ,ATIVA,213-5,2,2,NAO
120000,46.37-1-99,MATRIZ,ATIVA,230-5,10,6,NAO
15000,47.12-1-00,MATRIZ,ATIVA,213-5,2,2,NAO
?,47.61-0-03,MATRIZ,ATIVA,213-5,22,22,NAO
110000,46.32-0-01,MATRIZ,ATIVA,230-5,3,3,NAO
100000,47.71-7-01,MATRIZ,ATIVA,213-5,6,5,NAO
4909350,47.42-3-00,MATRIZ,ATIVA,206-2,2,2,NAO
10000,47.74-1-00,MATRIZ,ATIVA,213-5,2,2,NAO
30000,47.52-1-00,MATRIZ,ATIVA,213-5,4,3,NAO
20000,47.84-9-00,MATRIZ,ATIVA,213-5,3,5,NAO
1,49.29-9-01,MATRIZ,ATIVA,213-5,4,4,NAO
200000,47.12-1-00,MATRIZ,ATIVA,213-5,6,1,NAO
3000,47.12-1-00,MATRIZ,ATIVA,213-5,18,1,NAO
78000,43.99-1-03,MATRIZ,ATIVA,206-2,2,2,NAO
1,82.19-9-99,MATRIZ,ATIVA,213-5,4,3,NAO
300000,41.20-4-00,MATRIZ,ATIVA,206-2,3,3,NAO
15000,82.19-9-99,MATRIZ,ATIVA,213-5,2,2,NAO
400,47.24-5-00,MATRIZ,ATIVA,214-3,3,1,NAO
50000,47.42-3-00,MATRIZ,ATIVA,206-2,16,11,NAO
2900000,41.20-4-00,MATRIZ,ATIVA,206-2,4,2,NAO
100000,82.30-0-01,MATRIZ,ATIVA,213-5,3,1,SIM
200000,46.49-4-08,MATRIZ,ATIVA,206-2,4,1,NAO
30000,47.22-9-01,MATRIZ,ATIVA,213-5,2,2,NAO
